City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
653,Manaus,BR,75.69,thunderstorm with light rain,-3.1019,-60.025,Manaus Hotéis Millennium
654,Asfi,MA,65.91,clear sky,32.2994,-9.2372,Hôtel Abda
656,Monte Alegre,BR,79.07,overcast clouds,-2.0078,-54.0692,Hotel Shekinah
661,Torit,SS,74.68,scattered clouds,4.4133,32.5678,Diplomat Guest House
662,Kismayo,SO,78.44,clear sky,-0.3582,42.5454,Agan-Hotel
664,Rincon,US,70.25,few clouds,32.296,-81.2354,Days Inn Rincon
666,Kalmunai,LK,77.83,overcast clouds,7.4167,81.8167,VS Villa
667,Azle,US,70.47,broken clouds,32.8951,-97.5459,The Orchard Event Venue & Retreat - Wedding Venue
668,Pyay,MM,73.17,few clouds,18.8167,95.2167,Shwe Pyi Thar
672,Broken Hill,AU,69.51,thunderstorm,-31.95,141.4333,Royal Exchange Hotel
673,Dicabisagan,PH,78.03,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
677,Sarangani,PH,83.46,overcast clouds,5.4033,125.4636,Ballistic Islet
681,Nampula,MZ,73.35,broken clouds,-15.1165,39.2666,BUTIK Hotel
682,Ayolas,PY,77.34,clear sky,-27.4,-56.9,Hotel Ayolas
684,Banda Aceh,ID,77.81,overcast clouds,5.5577,95.3222,Sulthan Hotel International
686,Praia,CV,79.34,broken clouds,14.9215,-23.5087,LT Aparthotel
687,Madras,IN,80.58,mist,13.0878,80.2785,City home
688,Tacuarembo,UY,71.55,clear sky,-31.7333,-55.9833,Complejo San Fructuoso
689,Codajas,BR,74.95,overcast clouds,-3.8367,-62.0569,Atlântic Hotel
692,Monterey,US,73.27,clear sky,36.2505,-121.2516,
696,Merauke,ID,84.47,broken clouds,-8.4667,140.3333,
697,Shenzhen,CN,77.27,overcast clouds,22.5455,114.0683,Shenzhen Shanghai Hotel
